id_number	name	e_mail	phone	b_year	b_mon	b_day	a.x	a.y	profession	risk	age_group	timestamp
523456789012345	demo5_0051	demo5_0051@zju.edu.cn	12345678951	1976	5	23	36	30	8	2	50	0
523456789012346	demo5_0052	demo5_0052@zju.edu.cn	12345678952	1973	4	19	31	15	4	0	51	0
523456789012345	demo5_0053	demo5_0053@zju.edu.cn	12345678953	1990	5	23	19	4	8	3	52	0
523456789012346	demo5_0054	demo5_0054@zju.edu.cn	12345678954	2004	6	3	30	3	5	2	53	0
523456789012345	demo5_0055	demo5_0055@zju.edu.cn	12345678955	1952	12	2	41	18	4	3	54	0
523456789012346	demo5_0056	demo5_0056@zju.edu.cn	12345678956	1965	1	18	23	26	8	2	55	0
523456789012345	demo5_0057	demo5_0057@zju.edu.cn	12345678957	1987	10	4	28	19	4	0	56	0
523456789012346	demo5_0058	demo5_0058@zju.edu.cn	12345678958	1958	3	19	26	49	3	3	57	0
523456789012345	demo5_0059	demo5_0059@zju.edu.cn	12345678959	1961	12	10	7	13	4	3	58	0
523456789012346	demo5_0060	demo5_0060@zju.edu.cn	12345678960	2006	8	13	25	4	7	3	59	0
