id_number	name	e_mail	phone	b_year	b_mon	b_day	a.x	a.y	profession	risk	age_group	timestamp
223456789012363	demo1_0019	demo1_0019@zju.edu.cn	12345678919	1971	11	13	3	19	3	0	18	0
223456789012364	demo1_0020	demo1_0020@zju.edu.cn	12345678920	1951	2	13	26	23	8	1	19	0
223456789012365	demo1_0021	demo1_0021@zju.edu.cn	12345678921	2004	9	25	15	45	4	2	20	0
223456789012366	demo1_0022	demo1_0022@zju.edu.cn	12345678922	1970	11	8	24	29	5	3	21	0
223456789012367	demo1_0023	demo1_0023@zju.edu.cn	12345678923	2010	7	16	45	17	1	2	22	0
223456789012368	demo1_0024	demo1_0024@zju.edu.cn	12345678924	2004	4	20	17	19	2	3	23	0
223456789012369	demo1_0025	demo1_0025@zju.edu.cn	12345678925	1958	5	15	33	22	8	2	24	0
223456789012370	demo1_0026	demo1_0026@zju.edu.cn	12345678926	1969	11	4	12	35	1	2	25	0
223456789012371	demo1_0027	demo1_0027@zju.edu.cn	12345678927	1963	10	7	25	5	2	1	26	0
223456789012372	demo1_0028	demo1_0028@zju.edu.cn	12345678928	1993	9	17	9	21	4	1	27	0
223456789012373	demo1_0029	demo1_0029@zju.edu.cn	12345678929	1985	11	2	33	20	7	1	28	0
223456789012374	demo1_0030	demo1_0030@zju.edu.cn	12345678930	1976	5	20	11	34	2	0	29	0
223456789012375	demo1_0031	demo1_0031@zju.edu.cn	12345678931	1987	7	1	35	41	3	3	30	0
223456789012376	demo1_0032	demo1_0032@zju.edu.cn	12345678932	1957	6	4	8	31	4	1	31	0
223456789012377	demo1_0033	demo1_0033@zju.edu.cn	12345678933	1963	10	26	34	28	8	0	32	0
223456789012378	demo1_0034	demo1_0034@zju.edu.cn	12345678934	1955	8	16	12	44	1	0	33	0
223456789012379	demo1_0035	demo1_0035@zju.edu.cn	12345678935	1956	3	22	45	24	3	0	34	0
223456789012380	demo1_0036	demo1_0036@zju.edu.cn	12345678936	1972	1	14	2	25	8	2	35	0
223456789012381	demo1_0037	demo1_0037@zju.edu.cn	12345678937	2002	6	19	36	3	2	3	36	0
223456789012382	demo1_0038	demo1_0038@zju.edu.cn	12345678938	1981	11	18	32	40	2	0	37	0
223456789012383	demo1_0039	demo1_0039@zju.edu.cn	12345678939	1987	1	1	19	28	1	2	38	0
223456789012384	demo1_0040	demo1_0040@zju.edu.cn	12345678940	2017	10	7	30	40	7	3	39	0
223456789012385	demo1_0041	demo1_0041@zju.edu.cn	12345678941	1995	10	1	10	24	1	2	40	0
223456789012386	demo1_0042	demo1_0042@zju.edu.cn	12345678942	1966	1	2	36	12	7	3	41	0
223456789012387	demo1_0043	demo1_0043@zju.edu.cn	12345678943	1991	8	12	23	45	1	2	42	0
223456789012388	demo1_0044	demo1_0044@zju.edu.cn	12345678944	1957	5	14	36	14	8	1	43	0
223456789012389	demo1_0045	demo1_0045@zju.edu.cn	12345678945	1961	3	10	35	13	7	2	44	0
223456789012390	demo1_0046	demo1_0046@zju.edu.cn	12345678946	1964	4	7	33	48	1	3	45	0
223456789012391	demo1_0047	demo1_0047@zju.edu.cn	12345678947	2009	7	23	40	38	7	0	46	0
223456789012392	demo1_0048	demo1_0048@zju.edu.cn	12345678948	1962	12	6	13	35	7	1	47	0
223456789012393	demo1_0049	demo1_0049@zju.edu.cn	12345678949	1992	5	21	2	4	4	2	48	0
223456789012394	demo1_0050	demo1_0050@zju.edu.cn	12345678950	1970	5	9	18	12	3	3	49	0
223456789012395	demo1_0051	demo1_0051@zju.edu.cn	12345678951	2004	6	17	20	23	4	2	50	0
223456789012396	demo1_0052	demo1_0052@zju.edu.cn	12345678952	1970	4	14	24	39	8	3	51	0
223456789012397	demo1_0053	demo1_0053@zju.edu.cn	12345678953	1972	7	11	10	37	8	0	52	0
223456789012398	demo1_0054	demo1_0054@zju.edu.cn	12345678954	1997	3	6	25	9	4	2	53	0
223456789012399	demo1_0055	demo1_0055@zju.edu.cn	12345678955	2020	4	27	11	6	5	0	54	0
223456789012400	demo1_0056	demo1_0056@zju.edu.cn	12345678956	1975	12	1	11	29	1	3	55	0
223456789012401	demo1_0057	demo1_0057@zju.edu.cn	12345678957	1964	1	18	11	7	5	1	56	0
223456789012402	demo1_0058	demo1_0058@zju.edu.cn	12345678958	1958	7	14	37	41	2	0	57	0
223456789012403	demo1_0059	demo1_0059@zju.edu.cn	12345678959	2013	10	8	20	19	2	3	58	0
223456789012404	demo1_0060	demo1_0060@zju.edu.cn	12345678960	1975	8	27	40	35	7	1	59	0
